location_cm,n,MAE_cm,MAE_mm,RMSE_cm,STD_cm,Median_cm,Max_cm
1.5,38,0.0717033304666218,0.717033304666218,0.15352078486526904,0.1375692478063734,0.03915143013000488,0.8419487476348877
2.2,150,0.05603920459747314,0.5603920459747315,0.09656602378716236,0.07890571532458583,0.030103683471679688,0.6798009872436523
2.5,23,0.07808617923570715,0.7808617923570715,0.14588203717256182,0.12599327178747421,0.040192604064941406,0.5849761962890625
3.5,32,0.09948970377445221,0.9948970377445221,0.1435649504385119,0.10515828358350461,0.07613396644592285,0.5446600914001465
4.5,34,0.3884219211690566,3.8842192116905663,0.6319621458436465,0.5059990180783966,0.2133042812347412,1.9153661727905273
5.5,27,0.19323765790020977,1.9323765790020977,0.3167232662797448,0.25572420121385686,0.09684085845947266,1.114455223083496
6.5,176,0.1191566451029344,1.191566451029344,0.16277092178248334,0.11120400237938373,0.08919405937194824,0.6933097839355469
