location_cm,n,MAE_cm,MAE_mm,RMSE_cm,STD_cm,Median_cm,Max_cm
1.5,31,0.20061549832743983,2.0061549832743983,0.26300976722692015,0.17289248529219373,0.17671561241149902,0.8085649013519287
2.5,38,0.18119338939064428,1.8119338939064427,0.3303837613933815,0.27997348554363044,0.10211408138275146,1.5802574157714844
3.2,150,0.14088977177937825,1.4088977177937825,0.20413536101441754,0.14821528133738693,0.09344172477722168,0.889155387878418
3.5,28,0.10127523967197963,1.0127523967197962,0.17713116896088404,0.14798970831475203,0.051795363426208496,0.6376862525939941
4.5,26,0.3266735535401564,3.2667355354015646,0.4680013854377028,0.34176318355934426,0.17691826820373535,1.1582155227661133
5.5,33,0.45154794779690827,4.515479477969083,0.6833790188059895,0.520896883632363,0.20500850677490234,2.0732829570770264
6.5,174,0.0717888399102222,0.7178883991022219,0.1718280958765087,0.15656350569271335,0.038008928298950195,1.8747687339782715
