mechanism,severity,beam_cm,target_class,distance_crack_cm,distance_wear_cm,crack_mask,wear_mask,FC_Hz,FRMS_Hz,FRVF_Hz,m0,m1,m2,a1,a2,a3,a4,a5,f1_Hz,f2_Hz,f3_Hz,f4_Hz,f5_Hz,file_path,folder_all,all_index,segment_id,t0,t1
healthy,none,10.0,0,0.0,0.0,0,0,21.140901940056132,37.92678755796238,31.48814824069115,0.004884998827696662,0.10327328119362429,7.026783646380929,0.019645667152724356,0.016214223692922098,0.01530358584030086,0.01202117132924868,0.009645890907921348,57.79999999999995,57.99999999999995,57.599999999999945,57.39999999999995,57.199999999999946,C:\Users\axelr\OneDrive\Escritorio\Proyecto3\beam_vibration_dataset\healthy\ALL0002 - copia (2)\F0002CH1.CSV,ALL0002 - copia (2),2,1,0.0,4.998
healthy,none,10.0,0,0.0,0.0,0,0,12.982540513635367,31.79550674768073,29.024263834826666,0.0040272675686343715,0.05228416436904553,4.07138326174738,0.014673827130713206,0.011426224109298564,0.010655737786671563,0.008053752023397932,0.006977429292992061,57.199999999999946,56.99999999999995,57.39999999999995,56.79999999999995,56.59999999999995,C:\Users\axelr\OneDrive\Escritorio\Proyecto3\beam_vibration_dataset\healthy\ALL0002 - copia (3)\F0002CH1.CSV,ALL0002 - copia (3),2,1,0.0,4.998
healthy,none,10.0,0,0.0,0.0,0,0,31.852699088874083,44.50326359951003,31.07967232390191,0.00705318889974118,0.22466310364044267,13.969126065598084,0.03620592094541997,0.028933133563225116,0.02195376615782094,0.015631590276640434,0.011311157315704132,58.199999999999946,57.99999999999995,58.39999999999995,57.79999999999995,57.599999999999945,C:\Users\axelr\OneDrive\Escritorio\Proyecto3\beam_vibration_dataset\healthy\ALL0003\F0003CH1.CSV,ALL0003,3,1,0.0,4.998
healthy,none,10.0,0,0.0,0.0,0,0,15.322197740595941,33.746243346503604,30.067244576108322,0.004222344856689218,0.06469560282318043,4.808444070566775,0.015596052878834522,0.014692610313477452,0.01009611117065814,0.008103963815635155,0.007852292350075053,57.79999999999995,57.599999999999945,57.39999999999995,57.99999999999995,57.199999999999946,C:\Users\axelr\OneDrive\Escritorio\Proyecto3\beam_vibration_dataset\healthy\ALL0003 - copia\F0003CH1.CSV,ALL0003 - copia,3,1,0.0,4.998
healthy,none,10.0,0,0.0,0.0,0,0,22.174233399490365,38.21034553235676,31.11806354590566,0.005193082015599753,0.11515261267660479,7.582058161388569,0.01980823808531329,0.016830233695349358,0.016677392037516073,0.012781756361055274,0.009785118488030124,57.79999999999995,57.599999999999945,57.99999999999995,57.39999999999995,57.199999999999946,C:\Users\axelr\OneDrive\Escritorio\Proyecto3\beam_vibration_dataset\healthy\ALL0003 - copia (2)\F0003CH1.CSV,ALL0003 - copia (2),3,1,0.0,4.998
healthy,none,10.0,0,0.0,0.0,0,0,13.352274717541869,32.23331758600603,29.33774910363128,0.004113514158525089,0.054924771099125066,4.273886758476586,0.01479562418060477,0.011804338755703567,0.010212874115824612,0.0087346459639875,0.006950259162408948,57.199999999999946,56.99999999999995,57.39999999999995,56.79999999999995,56.59999999999995,C:\Users\axelr\OneDrive\Escritorio\Proyecto3\beam_vibration_dataset\healthy\ALL0003 - copia (3)\F0003CH1.CSV,ALL0003 - copia (3),3,1,0.0,4.998
healthy,none,10.0,0,0.0,0.0,0,0,23.467874966888438,39.848666925901455,32.20520300060106,0.005198218520737389,0.12199114229522881,8.254335690131029,0.027956310229679506,0.020131072974360852,0.017104119178080513,0.010336291205096123,0.0072686201817978805,58.199999999999946,57.99999999999995,58.39999999999995,57.79999999999995,57.599999999999945,C:\Users\axelr\OneDrive\Escritorio\Proyecto3\beam_vibration_dataset\healthy\ALL0004\F0004CH1.CSV,ALL0004,4,1,0.0,4.998
healthy,none,10.0,0,0.0,0.0,0,0,15.568160904303637,33.642377214522305,29.823512715673207,0.004337614351031914,0.06752867815768143,4.909353323483619,0.01713821484018036,0.015317569378626796,0.010208977757528513,0.008639209667628926,0.007540693541945144,57.79999999999995,57.599999999999945,57.39999999999995,57.99999999999995,57.199999999999946,C:\Users\axelr\OneDrive\Escritorio\Proyecto3\beam_vibration_dataset\healthy\ALL0004 - copia\F0004CH1.CSV,ALL0004 - copia,4,1,0.0,4.998
healthy,none,10.0,0,0.0,0.0,0,0,23.610306300369448,39.14407744838262,31.22198321195679,0.0055008966164678446,0.12987785404147173,8.42879724453981,0.021244930967466494,0.01781002963151284,0.01638231208097927,0.013371837296832287,0.011032167143257585,57.79999999999995,57.99999999999995,57.599999999999945,57.39999999999995,57.199999999999946,C:\Users\axelr\OneDrive\Escritorio\Proyecto3\beam_vibration_dataset\healthy\ALL0004 - copia (2)\F0004CH1.CSV,ALL0004 - copia (2),4,1,0.0,4.998
healthy,none,10.0,0,0.0,0.0,0,0,10.64113839242712,30.467618113946294,28.548939161560483,0.0037816779280779,0.040241358188263986,3.510439928321768,0.01236823139409825,0.009018586086019631,0.008583816044991917,0.00673987659558733,0.005412624401724947,57.199999999999946,57.39999999999995,56.99999999999995,56.79999999999995,56.59999999999995,C:\Users\axelr\OneDrive\Escritorio\Proyecto3\beam_vibration_dataset\healthy\ALL0004 - copia (3)\F0004CH1.CSV,ALL0004 - copia (3),4,1,0.0,4.998
healthy,none,10.0,0,0.0,0.0,0,0,23.445417974405956,39.42978313573287,31.702053153326293,0.005626564091304058,0.13191714688040726,8.747663069433855,0.028211633461653778,0.02107630490003008,0.01783070652962786,0.011240617471594579,0.007773882572371275,58.199999999999946,57.99999999999995,58.39999999999995,57.79999999999995,57.599999999999945,C:\Users\axelr\OneDrive\Escritorio\Proyecto3\beam_vibration_dataset\healthy\ALL0005\F0005CH1.CSV,ALL0005,5,1,0.0,4.998
